"time","h"
2008-05-19 22:20:00,2.89
2008-05-20 12:20:00,2.81
2008-05-20 22:50:00,2.89
2008-05-21 13:20:00,2.87
2008-05-21 23:20:00,2.93
2008-05-22 14:00:00,2.9
2008-05-23 00:00:00,2.9
2008-05-23 14:20:00,2.94
2008-05-24 00:30:00,2.88
2008-05-24 15:00:00,2.96
2008-05-25 01:10:00,2.79
2008-05-25 15:30:00,2.99
2008-05-26 02:30:00,2.79
2008-05-26 16:00:00,2.92
2008-05-27 03:30:00,2.82
2008-05-29 19:00:00,2.88
2008-05-30 06:30:00,2.64
2008-05-30 19:30:00,2.89
2008-05-31 07:20:00,2.71
2008-05-31 20:40:00,2.94
2008-06-01 07:50:00,2.79
2008-06-01 21:50:00,3.02
2008-06-02 08:40:00,2.92
2008-06-02 21:10:00,3.1
2008-06-03 09:40:00,3.01
2008-06-03 22:00:00,3.12
2008-06-04 10:30:00,3.08
2008-06-04 22:50:00,3.17
2008-06-05 11:20:00,3.08
2008-06-06 12:20:00,3.02
2008-06-06 14:20:00,3.03
2008-06-07 00:30:00,3.03
2008-06-07 15:10:00,3.01
2008-06-08 01:30:00,2.92
2008-06-08 16:10:00,2.97
2008-06-09 02:20:00,2.75
2008-06-09 17:00:00,2.84
2008-06-10 04:40:00,2.62
2008-06-10 17:50:00,2.97
2008-06-11 04:50:00,2.49
2008-06-11 18:10:00,2.91
2008-06-12 06:10:00,2.55
2008-06-12 19:30:00,2.86
2008-06-13 07:20:00,2.53
2008-06-13 20:00:00,2.79
2008-06-14 08:10:00,2.55
2008-06-14 21:00:00,2.84
2008-06-15 09:00:00,2.71
2008-06-15 21:40:00,2.93
2008-06-16 10:10:00,2.75
2008-06-16 21:20:00,2.83
2008-06-17 11:10:00,2.78
2008-06-17 22:00:00,2.9
2008-06-18 11:40:00,2.89
2008-06-18 23:00:00,3.09
2008-06-19 11:00:00,2.85
2008-06-19 23:10:00,2.96
2008-06-20 13:30:00,2.9
2008-06-20 23:50:00,2.88
2008-06-21 14:10:00,2.95
2008-06-22 00:20:00,2.96
2008-06-22 14:10:00,2.86
2008-06-23 01:00:00,2.83
2008-06-23 15:30:00,3.06
2008-06-24 01:30:00,2.76
2008-06-24 16:10:00,2.94
2008-06-25 02:20:00,2.81
2008-06-25 16:10:00,2.84
2008-06-26 03:30:00,2.69
2008-06-26 17:30:00,2.89
2008-06-27 04:30:00,2.67
2008-06-27 18:20:00,2.97
2008-06-28 05:20:00,2.63
2008-06-28 18:50:00,2.84
2008-06-29 06:20:00,2.69
2008-06-29 19:30:00,2.89
2008-06-30 08:10:00,2.74
2008-06-30 21:10:00,2.94
2008-07-01 08:30:00,2.83
2008-07-01 21:00:00,3.07
2008-07-02 09:30:00,3.02
2008-07-02 22:00:00,3.21
2008-07-03 10:20:00,3.13
2008-07-03 22:40:00,3.16
2008-07-04 11:20:00,3.15
2008-07-04 23:30:00,3.31
2008-07-05 12:00:00,3.32
2008-07-06 00:20:00,3.36
2008-07-06 12:50:00,3.27
2008-07-07 01:10:00,3.29
2008-07-07 13:40:00,3.14
2008-07-08 01:50:00,3.11
2008-07-08 16:40:00,3.04
2008-07-09 02:40:00,2.87
2008-07-09 16:30:00,3.16
2008-07-10 03:30:00,2.8
2008-07-10 17:20:00,3.04
2008-07-11 05:30:00,2.73
2008-07-11 17:40:00,2.97
2008-07-12 06:20:00,2.66
2008-07-12 19:10:00,2.81
2008-07-13 08:00:00,2.62
2008-07-13 20:00:00,2.75
2008-07-14 08:50:00,2.51
2008-07-14 20:30:00,2.69
2008-07-15 09:40:00,2.59
2008-07-15 21:30:00,2.71
2008-07-16 11:10:00,2.68
2008-07-16 21:40:00,2.75
2008-07-17 11:30:00,2.77
2008-07-17 22:20:00,2.85
2008-07-18 12:30:00,2.88
2008-07-18 22:50:00,2.94
2008-07-19 12:30:00,2.92
2008-07-19 23:30:00,2.97
2008-07-20 13:50:00,2.95
2008-07-21 00:00:00,2.98
2008-07-21 14:30:00,3.01
2008-07-22 00:30:00,2.86
2008-07-22 15:10:00,2.82
2008-07-23 01:10:00,2.78
2008-07-23 15:50:00,2.82
2008-07-24 01:50:00,2.79
2008-07-24 16:20:00,2.93
2008-07-25 02:40:00,2.83
2008-07-25 16:40:00,2.96
2008-07-26 03:40:00,2.71
2008-07-26 17:00:00,2.94
2008-07-27 05:00:00,2.69
2008-07-27 18:10:00,2.89
2008-07-28 06:50:00,2.7
2008-07-28 20:10:00,2.97
2008-07-29 08:10:00,2.85
2008-07-29 20:00:00,2.95
2008-07-30 08:40:00,2.88
2008-07-30 21:00:00,2.97
2008-07-31 09:30:00,2.98
2008-07-31 21:50:00,3.2
2008-08-01 10:20:00,3.11
2008-08-01 22:30:00,3.08
2008-08-02 11:00:00,3.09
2008-08-02 23:20:00,3.17
2008-08-03 11:50:00,3.17
2008-08-04 00:00:00,3.15
2008-08-04 12:30:00,3.16
2008-08-05 00:40:00,3.1
2008-08-05 15:10:00,3.1
2008-08-06 01:20:00,2.99
2008-08-06 15:50:00,3.02
2008-08-07 02:00:00,2.86
2008-08-07 16:10:00,3.02
2008-08-08 04:20:00,2.73
2008-08-08 17:00:00,3
2008-08-09 05:00:00,2.63
2008-08-09 17:10:00,2.89
2008-08-10 05:00:00,2.54
2008-08-10 18:00:00,2.86
2008-08-11 06:40:00,2.57
2008-08-11 19:20:00,2.71
2008-08-12 07:50:00,2.81
2008-08-12 19:40:00,2.71
2008-08-13 09:40:00,2.94
2008-08-13 20:30:00,2.61
2008-08-14 09:30:00,2.92
2008-08-14 21:30:00,2.77
2008-08-15 11:00:00,2.91
2008-08-15 21:50:00,2.87
2008-08-16 12:00:00,3.02
2008-08-16 22:30:00,3.11
2008-08-17 10:50:00,3.07
2008-08-17 23:10:00,3.18
2008-08-18 11:20:00,3.26
2008-08-18 23:40:00,3.27
2008-08-19 11:50:00,3.16
2008-08-20 00:10:00,3.18
2008-08-20 12:30:00,3.13
2008-08-21 00:40:00,3.12
2008-08-21 15:30:00,3.06
2008-08-22 01:20:00,2.97
2008-08-22 15:30:00,3.04
2008-08-23 02:10:00,2.79
2008-08-23 16:50:00,2.99
2008-08-24 04:30:00,2.86
2008-08-24 16:40:00,2.85
2008-08-25 05:20:00,2.9
2008-08-25 17:30:00,2.72
2008-08-26 07:30:00,2.8
2008-08-26 18:30:00,2.63
2008-08-27 08:20:00,2.69
2008-08-27 20:50:00,2.72
2008-08-28 10:10:00,3.09
2008-08-28 20:50:00,2.76
2008-08-29 09:30:00,2.91
2008-08-29 22:00:00,2.88
2008-08-30 10:00:00,3
2008-08-30 22:10:00,3.02
2008-08-31 11:10:00,3.1
2008-08-31 22:20:00,2.9
2008-09-01 11:20:00,3.17
2008-09-01 23:40:00,3.29
2008-09-02 11:50:00,3.13
2008-09-03 00:10:00,3.22
2008-09-03 12:30:00,3.19
2008-09-03 14:40:00,3.19
2008-09-05 01:20:00,3.06
2008-09-05 15:20:00,3.26
2008-09-06 03:00:00,3.05
2008-09-06 14:50:00,3.04
2008-09-07 04:00:00,2.74
2008-09-07 15:00:00,2.78
2008-09-08 04:20:00,2.7
2008-09-08 16:50:00,2.67
2008-09-09 06:20:00,2.66
2008-09-09 17:20:00,2.55
2008-09-10 08:00:00,2.63
2008-09-10 19:10:00,2.56
2008-09-11 08:40:00,2.91
2008-09-11 20:20:00,2.64
2008-09-12 09:30:00,2.97
2008-09-12 20:50:00,2.75
2008-09-13 09:20:00,2.82
2008-09-13 21:30:00,2.81
2008-09-14 09:50:00,2.93
2008-09-14 22:00:00,2.98
2008-09-15 10:20:00,2.97
2008-09-15 22:30:00,3.01
2008-09-16 10:50:00,3
2008-09-16 23:10:00,3.08
2008-09-17 11:30:00,3.04
2008-09-17 23:40:00,3.07
2008-09-18 12:00:00,3.04
2008-09-19 00:20:00,3.01
2008-09-19 12:40:00,3
2008-09-20 01:00:00,2.91
2008-09-20 15:20:00,2.85
2008-09-21 03:30:00,2.75
2008-09-21 15:50:00,2.94
2008-09-22 04:40:00,2.73
2008-09-22 16:40:00,2.81
2008-09-23 05:30:00,2.67
2008-09-23 18:00:00,2.74
2008-09-24 06:50:00,2.7
2008-09-24 19:10:00,2.57
2008-09-25 08:00:00,2.74
2008-09-25 20:00:00,2.69
2008-09-26 09:20:00,2.75
2008-09-26 20:30:00,2.71
2008-09-27 09:10:00,2.86
2008-09-27 21:20:00,2.89
2008-09-28 09:40:00,3.04
2008-09-28 22:00:00,2.98
2008-09-29 10:20:00,3.09
2008-09-29 22:30:00,3.09
2008-09-30 10:50:00,3.27
2008-09-30 23:00:00,3.27
2008-10-01 11:20:00,3.25
2008-10-01 23:30:00,3.21
2008-10-02 11:50:00,3.21
2008-10-03 00:00:00,2.97
2008-10-03 14:20:00,2.98
2008-10-04 02:50:00,3.08
2008-10-04 15:00:00,2.97
2008-10-05 01:10:00,2.7
2008-10-05 13:50:00,3.29
